longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.01,37.34,31.00,3080.00,526.00,1493.00,582.00,6.31,344200.00
-122.01,37.32,32.00,3108.00,613.00,1577.00,603.00,4.66,284000.00
-122.01,37.31,26.00,1391.00,241.00,700.00,236.00,6.68,332700.00
-122.01,37.29,31.00,3136.00,431.00,1190.00,412.00,7.50,500001.00
-122.01,37.28,22.00,2038.00,260.00,773.00,281.00,9.16,500001.00
-122.01,37.27,28.00,3825.00,473.00,1415.00,480.00,10.68,500001.00
-122.01,37.27,27.00,3340.00,451.00,1220.00,447.00,8.82,500001.00
-122.01,37.26,14.00,2561.00,404.00,1172.00,378.00,7.61,500001.00
-122.01,37.25,31.00,1574.00,193.00,551.00,191.00,10.23,500001.00
-122.01,37.18,37.00,3852.00,652.00,1534.00,567.00,5.86,318700.00
-122.01,37.06,19.00,4113.00,767.00,2006.00,732.00,5.11,308100.00
-122.01,37.03,21.00,5904.00,956.00,2616.00,916.00,5.90,355300.00
-122.01,36.99,41.00,2548.00,508.00,1290.00,488.00,3.69,233000.00
-122.01,36.99,28.00,1321.00,240.00,652.00,239.00,4.98,263100.00
-122.01,36.98,47.00,2403.00,517.00,1144.00,455.00,2.60,229400.00
-122.01,36.98,47.00,1250.00,249.00,607.00,234.00,4.04,265300.00
-122.01,36.97,52.00,920.00,202.00,525.00,264.00,2.94,232800.00
-122.01,36.97,35.00,1605.00,392.00,743.00,382.00,2.54,240000.00
-122.01,36.95,52.00,1217.00,325.00,508.00,237.00,2.05,326700.00
-122.01,36.91,19.00,691.00,191.00,324.00,167.00,3.13,388500.00
-122.02,38.38,16.00,808.00,137.00,371.00,145.00,6.08,216400.00
-122.02,38.37,16.00,2495.00,331.00,1118.00,338.00,6.49,198000.00
-122.02,38.27,20.00,2237.00,464.00,1169.00,425.00,3.21,99100.00
-122.02,38.26,8.00,2894.00,602.00,1566.00,572.00,3.63,131600.00
-122.02,38.26,27.00,3440.00,787.00,2085.00,748.00,2.59,104700.00
-122.02,38.25,10.00,2237.00,454.00,1255.00,429.00,3.12,126500.00
-122.02,38.02,44.00,1465.00,247.00,817.00,237.00,4.87,156900.00
-122.02,38.00,28.00,2965.00,533.00,1591.00,472.00,4.64,178200.00
-122.02,37.99,37.00,2247.00,416.00,1237.00,397.00,4.45,161900.00
-122.02,37.98,40.00,1797.00,401.00,756.00,369.00,2.85,165500.00
-122.02,37.98,37.00,1474.00,343.00,782.00,331.00,3.42,161700.00
-122.02,37.97,36.00,2342.00,436.00,1191.00,416.00,4.00,171000.00
-122.02,37.95,25.00,1205.00,260.00,608.00,272.00,2.45,208300.00
-122.02,37.95,22.00,3526.00,510.00,1660.00,508.00,5.66,237000.00
-122.02,37.94,23.00,3516.00,661.00,1465.00,623.00,4.26,213100.00
-122.02,37.94,19.00,3192.00,612.00,1317.00,594.00,4.13,267100.00
-122.02,37.92,26.00,5077.00,640.00,1872.00,636.00,7.47,351200.00
-122.02,37.89,29.00,6349.00,858.00,2450.00,778.00,7.50,356200.00
-122.02,37.88,16.00,3031.00,438.00,1087.00,421.00,7.37,287300.00
-122.02,37.87,14.00,3056.00,369.00,1209.00,377.00,8.44,441400.00
-122.02,37.84,34.00,1879.00,265.00,729.00,263.00,7.71,443800.00
-122.02,37.80,11.00,6200.00,907.00,2286.00,896.00,7.65,359300.00
-122.02,37.63,6.00,2445.00,590.00,1189.00,573.00,3.90,301100.00
-122.02,37.60,36.00,1633.00,345.00,1382.00,338.00,3.69,159600.00
-122.02,37.60,32.00,1295.00,280.00,1156.00,300.00,3.50,154300.00
-122.02,37.60,31.00,2155.00,522.00,1858.00,437.00,2.65,159800.00
-122.02,37.58,15.00,3052.00,760.00,2097.00,728.00,3.36,178100.00
-122.02,37.56,35.00,1716.00,312.00,914.00,316.00,5.57,214500.00
-122.02,37.56,23.00,4332.00,857.00,2461.00,829.00,4.36,223400.00
-122.02,37.40,33.00,2015.00,484.00,1285.00,419.00,4.07,226800.00
-122.02,37.39,35.00,2297.00,497.00,1428.00,497.00,4.74,239700.00
-122.02,37.38,43.00,1261.00,317.00,836.00,333.00,4.09,224600.00
-122.02,37.38,32.00,1889.00,487.00,1321.00,508.00,3.26,254400.00
-122.02,37.37,8.00,5686.00,1489.00,3250.00,1329.00,4.28,327700.00
-122.02,37.36,25.00,2074.00,387.00,1273.00,383.00,4.76,378000.00
-122.02,37.36,24.00,1709.00,437.00,892.00,408.00,4.97,335200.00
-122.02,37.36,21.00,2471.00,677.00,1486.00,689.00,3.90,243800.00
-122.02,37.35,26.00,2785.00,418.00,1221.00,422.00,8.11,365700.00
-122.02,37.35,22.00,3219.00,756.00,1479.00,667.00,4.15,354400.00
-122.02,37.35,18.00,1221.00,255.00,507.00,271.00,5.37,228400.00
-122.02,37.34,30.00,1036.00,151.00,467.00,156.00,6.45,360600.00
-122.02,37.34,28.00,2488.00,396.00,1190.00,410.00,5.79,344700.00
-122.02,37.34,26.00,1992.00,328.00,980.00,342.00,6.25,350000.00
-122.02,37.31,35.00,2355.00,384.00,1248.00,378.00,5.97,332500.00
-122.02,37.31,33.00,2563.00,434.00,1230.00,418.00,6.32,340100.00
-122.02,37.30,32.00,2134.00,328.00,903.00,322.00,6.36,341900.00
-122.02,37.30,26.00,1983.00,301.00,924.00,297.00,6.71,354600.00
-122.02,37.29,25.00,3845.00,492.00,1461.00,475.00,10.40,500001.00
-122.02,37.29,18.00,2550.00,312.00,999.00,320.00,8.79,500001.00
-122.02,37.28,25.00,3437.00,428.00,1198.00,411.00,9.35,500001.00
-122.02,37.26,34.00,1764.00,243.00,692.00,223.00,8.03,500001.00
-122.02,37.26,24.00,2411.00,299.00,847.00,299.00,10.27,500001.00
-122.02,37.24,28.00,2796.00,365.00,1085.00,363.00,10.68,500001.00
-122.02,37.11,36.00,2066.00,401.00,942.00,344.00,5.24,196400.00
-122.02,37.09,35.00,1818.00,368.00,682.00,254.00,4.86,240000.00
-122.02,36.99,30.00,2156.00,487.00,1023.00,458.00,2.79,245000.00
-122.02,36.98,44.00,1153.00,238.00,657.00,219.00,3.24,212500.00
-122.02,36.98,35.00,1053.00,263.00,552.00,237.00,2.71,217500.00
-122.02,36.98,21.00,607.00,155.00,226.00,136.00,1.91,166700.00
-122.02,36.97,29.00,2568.00,747.00,1743.00,659.00,1.93,195300.00
-122.02,36.96,52.00,775.00,305.00,1054.00,305.00,2.02,112500.00
-122.03,38.69,23.00,1796.00,380.00,939.00,330.00,2.80,96300.00
-122.03,38.30,5.00,1569.00,199.00,713.00,209.00,6.68,223900.00
-122.03,38.28,15.00,5114.00,833.00,2418.00,778.00,4.49,144000.00
-122.03,38.27,24.00,3580.00,735.00,1959.00,731.00,2.73,118500.00
-122.03,38.26,25.00,4617.00,1046.00,2685.00,1011.00,2.96,108500.00
-122.03,38.25,35.00,1940.00,384.00,1177.00,403.00,3.14,101100.00
-122.03,38.25,13.00,3334.00,541.00,1923.00,538.00,4.09,134800.00
-122.03,38.24,16.00,1104.00,164.00,495.00,156.00,5.41,157700.00
-122.03,38.00,25.00,3577.00,581.00,1753.00,593.00,5.73,178300.00
-122.03,37.99,37.00,1755.00,327.00,882.00,350.00,4.59,166600.00
-122.03,37.99,35.00,3103.00,537.00,1614.00,566.00,4.90,169300.00
-122.03,37.98,45.00,2842.00,567.00,1261.00,535.00,3.60,138200.00
-122.03,37.98,44.00,1254.00,252.00,498.00,217.00,3.45,148900.00
-122.03,37.98,16.00,1209.00,477.00,627.00,482.00,1.39,156300.00
-122.03,37.97,45.00,1613.00,338.00,865.00,336.00,3.25,151100.00
-122.03,37.97,20.00,3968.00,931.00,2629.00,903.00,2.99,166700.00
-122.03,37.96,20.00,2636.00,691.00,1142.00,627.00,2.11,162500.00
-122.03,37.95,32.00,1955.00,313.00,804.00,317.00,4.95,202300.00
-122.03,37.95,14.00,3287.00,793.00,1601.00,716.00,3.17,220500.00
-122.03,37.94,21.00,5541.00,776.00,2214.00,737.00,5.58,279300.00
-122.03,37.93,21.00,4712.00,624.00,1773.00,615.00,6.09,344800.00
-122.03,37.92,23.00,3318.00,408.00,1124.00,393.00,6.58,358800.00
-122.03,37.87,21.00,3521.00,447.00,1396.00,467.00,8.27,358700.00
-122.03,37.86,29.00,3025.00,477.00,1035.00,452.00,6.11,390600.00
-122.03,37.86,25.00,3004.00,393.00,1145.00,376.00,7.27,494000.00
-122.03,37.69,20.00,200.00,25.00,83.00,31.00,6.50,340000.00
-122.03,37.62,35.00,2072.00,352.00,1001.00,350.00,4.71,198700.00
-122.03,37.62,35.00,1298.00,236.00,632.00,204.00,3.89,209500.00
-122.03,37.62,32.00,2964.00,547.00,1472.00,527.00,4.25,221200.00
-122.03,37.61,37.00,1383.00,259.00,808.00,241.00,4.01,161400.00
-122.03,37.61,36.00,1409.00,271.00,1002.00,281.00,3.73,164900.00
-122.03,37.59,16.00,4371.00,889.00,2530.00,817.00,4.68,256000.00
-122.03,37.56,31.00,4981.00,964.00,2841.00,924.00,4.90,220200.00
-122.03,37.56,24.00,8444.00,1492.00,4446.00,1491.00,4.70,240300.00
-122.03,37.55,26.00,3087.00,532.00,1597.00,483.00,4.91,217300.00
-122.03,37.55,22.00,9167.00,1373.00,4319.00,1404.00,6.99,284800.00
-122.03,37.54,6.00,2918.00,672.00,1911.00,639.00,4.14,178200.00
-122.03,37.54,35.00,1867.00,343.00,1213.00,338.00,4.82,186000.00
-122.03,37.54,16.00,4458.00,856.00,3038.00,870.00,5.07,208000.00
-122.03,37.53,18.00,1746.00,437.00,1268.00,404.00,3.26,183300.00
-122.03,37.39,34.00,2600.00,650.00,1994.00,650.00,4.02,250200.00
-122.03,37.38,21.00,2667.00,798.00,1433.00,727.00,3.87,252400.00
-122.03,37.37,9.00,2966.00,770.00,1430.00,740.00,3.00,256000.00
-122.03,37.37,41.00,2123.00,425.00,1032.00,435.00,4.70,284800.00
-122.03,37.37,30.00,1269.00,290.00,556.00,266.00,3.81,325000.00
-122.03,37.37,16.00,3402.00,1193.00,1479.00,1043.00,3.59,500001.00
-122.03,37.36,28.00,2490.00,345.00,948.00,361.00,6.49,411900.00
-122.03,37.36,16.00,2697.00,803.00,1369.00,723.00,4.47,367400.00
-122.03,37.35,25.00,3095.00,514.00,1251.00,507.00,5.54,352100.00
-122.03,37.35,19.00,3811.00,1227.00,1930.00,1153.00,3.52,311400.00
-122.03,37.34,25.00,5404.00,906.00,2338.00,883.00,6.06,451800.00
-122.03,37.34,17.00,1165.00,278.00,598.00,287.00,4.01,342400.00
-122.03,37.34,16.00,1755.00,410.00,674.00,410.00,5.16,231200.00
-122.03,37.32,15.00,5132.00,1059.00,2156.00,982.00,5.65,404800.00
-122.03,37.31,25.00,2131.00,410.00,1132.00,395.00,5.35,409100.00
-122.03,37.30,30.00,3007.00,554.00,1551.00,616.00,5.85,326300.00
-122.03,37.30,22.00,3583.00,758.00,1792.00,695.00,5.48,335300.00
-122.03,37.29,22.00,3118.00,438.00,1147.00,425.00,10.37,500001.00
-122.03,37.28,29.00,3752.00,468.00,1320.00,471.00,9.89,500001.00
-122.03,37.27,32.00,4350.00,645.00,1551.00,609.00,7.83,500001.00
-122.03,37.25,34.00,2892.00,413.00,903.00,365.00,7.87,500001.00
-122.03,37.05,12.00,2010.00,422.00,784.00,407.00,3.97,190900.00
-122.03,37.03,21.00,4650.00,733.00,2014.00,704.00,5.62,322000.00
-122.03,37.00,30.00,2077.00,342.00,816.00,328.00,5.21,440500.00
-122.03,36.98,37.00,2817.00,716.00,1341.00,662.00,2.16,255400.00
-122.03,36.97,52.00,403.00,72.00,200.00,73.00,1.69,262500.00
-122.03,36.97,51.00,924.00,232.00,488.00,228.00,2.20,234400.00
-122.03,36.97,36.00,337.00,69.00,223.00,68.00,3.24,225000.00
-122.03,36.96,28.00,1607.00,421.00,926.00,385.00,2.43,216100.00
-122.03,36.96,18.00,2677.00,785.00,1391.00,656.00,2.51,232600.00
-122.04,39.72,23.00,2502.00,481.00,1443.00,455.00,2.56,70000.00
-122.04,39.22,27.00,1446.00,295.00,670.00,281.00,3.26,92800.00
-122.04,38.68,26.00,1113.00,222.00,689.00,234.00,3.05,83600.00
-122.04,38.28,25.00,3304.00,493.00,1464.00,488.00,5.25,130600.00
-122.04,38.27,16.00,8517.00,1910.00,4508.00,1837.00,3.19,129600.00
-122.04,38.26,34.00,3082.00,702.00,1795.00,703.00,2.79,105900.00
-122.04,38.25,52.00,582.00,131.00,241.00,106.00,2.40,125000.00
-122.04,38.25,38.00,1214.00,244.00,632.00,254.00,2.84,94200.00
-122.04,38.25,37.00,1176.00,291.00,648.00,271.00,2.72,92200.00
-122.04,38.25,32.00,1203.00,287.00,571.00,255.00,3.09,110400.00
-122.04,38.24,30.00,2081.00,456.00,1005.00,438.00,2.00,92900.00
-122.04,38.24,22.00,2761.00,757.00,2612.00,641.00,1.69,87500.00
-122.04,38.00,16.00,3077.00,733.00,1447.00,709.00,3.25,91100.00
-122.04,37.99,38.00,2675.00,541.00,1378.00,480.00,3.89,139900.00
-122.04,37.99,36.00,2765.00,495.00,1478.00,441.00,4.13,136200.00
-122.04,37.99,32.00,1504.00,279.00,749.00,267.00,3.20,134500.00
-122.04,37.97,26.00,2470.00,626.00,1174.00,573.00,2.99,160900.00
-122.04,37.96,27.00,2587.00,729.00,1500.00,623.00,1.84,175000.00
-122.04,37.96,20.00,1143.00,346.00,578.00,298.00,2.24,151800.00
-122.04,37.96,16.00,2913.00,723.00,1705.00,693.00,2.91,106300.00
-122.04,37.95,33.00,1653.00,334.00,814.00,328.00,3.14,163100.00
-122.04,37.95,29.00,866.00,138.00,341.00,133.00,4.72,197100.00
-122.04,37.94,24.00,5732.00,873.00,2444.00,888.00,5.63,231400.00
-122.04,37.90,20.00,5467.00,1044.00,2310.00,963.00,5.70,275800.00
-122.04,37.89,33.00,2423.00,322.00,998.00,346.00,7.53,349100.00
-122.04,37.67,29.00,1694.00,251.00,690.00,242.00,6.05,254200.00
-122.04,37.67,18.00,3000.00,419.00,1155.00,415.00,6.82,332600.00
-122.04,37.66,23.00,2419.00,348.00,1066.00,384.00,6.35,350000.00
-122.04,37.66,10.00,2031.00,357.00,867.00,352.00,5.32,299200.00
-122.04,37.63,33.00,952.00,172.00,369.00,159.00,3.23,226700.00
-122.04,37.63,21.00,1307.00,236.00,586.00,249.00,4.78,241900.00
-122.04,37.62,35.00,899.00,179.00,455.00,185.00,4.29,190400.00
-122.04,37.62,35.00,657.00,118.00,328.00,134.00,3.81,204200.00
-122.04,37.62,32.00,1540.00,324.00,793.00,302.00,3.29,193200.00
-122.04,37.60,17.00,3314.00,638.00,1873.00,602.00,4.39,238500.00
-122.04,37.59,14.00,1727.00,302.00,1116.00,273.00,5.34,243600.00
-122.04,37.58,14.00,14917.00,2708.00,8012.00,2606.00,5.63,269800.00
-122.04,37.55,23.00,3170.00,532.00,1446.00,515.00,4.44,291700.00
-122.04,37.54,26.00,2145.00,369.00,1285.00,377.00,4.95,223800.00
-122.04,37.53,34.00,2316.00,478.00,1524.00,467.00,3.74,190400.00
-122.04,37.53,25.00,4458.00,922.00,2998.00,890.00,3.97,218500.00
-122.04,37.50,17.00,407.00,97.00,307.00,100.00,3.17,156300.00
-122.04,37.38,38.00,2850.00,550.00,1518.00,514.00,4.20,273600.00
-122.04,37.37,42.00,1125.00,273.00,616.00,258.00,3.68,252800.00
-122.04,37.37,33.00,2757.00,489.00,1201.00,481.00,5.05,311600.00
-122.04,37.37,23.00,5135.00,911.00,2351.00,863.00,5.23,430100.00
-122.04,37.35,28.00,3250.00,485.00,1328.00,473.00,7.47,431600.00
-122.04,37.35,28.00,1582.00,264.00,696.00,270.00,5.68,370100.00
-122.04,37.34,28.00,3081.00,460.00,1260.00,461.00,7.54,432600.00
-122.04,37.34,25.00,1994.00,287.00,704.00,283.00,7.78,447300.00
-122.04,37.34,23.00,2590.00,725.00,1795.00,680.00,3.16,225000.00
-122.04,37.34,20.00,4475.00,1048.00,2271.00,1021.00,4.88,396200.00
-122.04,37.34,19.00,3694.00,1036.00,2496.00,986.00,3.70,271500.00
-122.04,37.33,26.00,2690.00,401.00,1264.00,429.00,7.76,474700.00
-122.04,37.32,27.00,2826.00,451.00,1259.00,439.00,5.75,431400.00
-122.04,37.31,29.00,2476.00,434.00,1217.00,416.00,6.20,393800.00
-122.04,37.31,24.00,3388.00,633.00,1627.00,585.00,5.15,355100.00
-122.04,37.30,25.00,3807.00,600.00,1678.00,600.00,6.68,411300.00
-122.04,37.30,25.00,2366.00,417.00,1076.00,398.00,6.92,345900.00
-122.04,37.29,19.00,3625.00,432.00,1252.00,409.00,12.21,500001.00
-122.04,37.26,24.00,4973.00,709.00,1692.00,696.00,7.86,500001.00
-122.04,37.24,24.00,1521.00,209.00,539.00,192.00,11.16,500001.00
-122.04,37.08,20.00,467.00,95.00,229.00,86.00,4.80,261500.00
-122.04,37.04,17.00,4977.00,994.00,1987.00,947.00,3.89,312300.00
-122.04,36.98,33.00,797.00,125.00,385.00,133.00,6.80,367600.00
-122.04,36.97,52.00,1901.00,335.00,955.00,301.00,3.83,253100.00
-122.04,36.97,49.00,792.00,136.00,331.00,137.00,5.21,238600.00
-122.04,36.97,45.00,1302.00,245.00,621.00,258.00,5.18,266400.00
-122.04,36.97,40.00,1193.00,227.00,570.00,204.00,4.47,237500.00
-122.04,36.97,30.00,2695.00,424.00,1098.00,420.00,5.40,362300.00
-122.04,36.96,44.00,1294.00,269.00,645.00,259.00,3.24,223900.00
-122.04,36.96,42.00,538.00,107.00,200.00,104.00,2.17,196400.00
-122.04,36.96,42.00,1149.00,264.00,703.00,232.00,2.59,206400.00
-122.04,36.96,32.00,1438.00,306.00,802.00,293.00,4.20,202000.00
-122.04,36.95,36.00,1862.00,364.00,1080.00,364.00,4.46,263800.00
-122.04,36.95,27.00,1987.00,374.00,961.00,343.00,3.97,265800.00
-122.05,39.34,44.00,1064.00,230.00,494.00,175.00,2.88,61500.00
-122.05,38.56,20.00,1005.00,168.00,457.00,157.00,5.68,225000.00
-122.05,38.26,32.00,1070.00,199.00,631.00,195.00,2.68,98900.00
-122.05,38.25,39.00,199.00,36.00,101.00,38.00,6.23,105400.00
-122.05,38.25,37.00,1336.00,251.00,680.00,231.00,3.82,99000.00
-122.05,38.00,36.00,2476.00,472.00,1213.00,393.00,3.73,136400.00
-122.05,38.00,16.00,1085.00,217.00,356.00,232.00,2.35,75000.00
-122.05,37.97,16.00,60.00,10.00,65.00,19.00,6.14,250000.00
-122.05,37.96,35.00,2190.00,384.00,1154.00,401.00,3.85,159800.00
-122.05,37.95,34.00,1408.00,277.00,738.00,269.00,4.18,169400.00
-122.05,37.95,27.00,3513.00,791.00,1875.00,694.00,3.18,182000.00
-122.05,37.95,22.00,5175.00,1213.00,2804.00,1091.00,2.85,144600.00
-122.05,37.95,20.00,563.00,107.00,246.00,123.00,5.45,190800.00
-122.05,37.94,22.00,4162.00,1194.00,1804.00,1185.00,2.55,179300.00
-122.05,37.94,22.00,2105.00,354.00,993.00,365.00,4.66,227800.00
-122.05,37.93,5.00,4274.00,1153.00,1503.00,881.00,4.05,266500.00
-122.05,37.92,14.00,12713.00,2558.00,4741.00,2412.00,4.71,234700.00
-122.05,37.90,32.00,4498.00,862.00,1818.00,851.00,4.81,321200.00
-122.05,37.90,32.00,2676.00,484.00,986.00,473.00,4.65,335700.00
-122.05,37.90,24.00,4125.00,1020.00,1699.00,873.00,2.95,271000.00
-122.05,37.89,37.00,1677.00,269.00,689.00,283.00,4.26,310600.00
-122.05,37.87,30.00,2296.00,329.00,847.00,322.00,6.72,397500.00
-122.05,37.68,32.00,2015.00,318.00,1019.00,340.00,6.11,240700.00
-122.05,37.68,23.00,7518.00,1279.00,3827.00,1294.00,5.17,216800.00
-122.05,37.61,16.00,1642.00,346.00,705.00,351.00,2.90,163900.00
-122.05,37.59,15.00,6243.00,1273.00,3163.00,1274.00,3.75,212500.00
-122.05,37.57,7.00,10648.00,1818.00,6075.00,1797.00,6.10,278200.00
-122.05,37.55,23.00,4247.00,835.00,2357.00,823.00,5.13,211300.00
-122.05,37.54,25.00,4209.00,731.00,2568.00,703.00,5.29,223100.00
-122.05,37.39,25.00,347.00,82.00,148.00,77.00,4.45,350000.00
-122.05,37.38,29.00,1875.00,340.00,816.00,350.00,5.44,336500.00
-122.05,37.38,23.00,3200.00,907.00,2029.00,866.00,3.56,450000.00
-122.05,37.37,35.00,1365.00,256.00,662.00,262.00,5.65,291400.00
-122.05,37.37,27.00,2687.00,768.00,1362.00,725.00,3.40,324200.00
-122.05,37.36,29.00,1733.00,255.00,679.00,278.00,7.53,406800.00
-122.05,37.36,27.00,2621.00,513.00,1063.00,523.00,3.98,409700.00
-122.05,37.35,34.00,2494.00,375.00,1399.00,382.00,7.38,388100.00
-122.05,37.34,34.00,2515.00,401.00,1079.00,399.00,7.79,423900.00
-122.05,37.34,31.00,1443.00,215.00,627.00,222.00,6.61,416500.00
-122.05,37.33,21.00,2052.00,346.00,933.00,351.00,5.32,416300.00
-122.05,37.33,17.00,3674.00,824.00,1364.00,694.00,6.31,436400.00
-122.05,37.31,25.00,4111.00,538.00,1585.00,568.00,9.23,500001.00
-122.05,37.11,39.00,1065.00,248.00,497.00,208.00,4.60,146300.00
-122.05,36.97,20.00,2428.00,473.00,1145.00,454.00,3.68,263800.00
-122.05,36.97,16.00,3363.00,611.00,1603.00,556.00,4.25,294100.00
-122.05,36.96,30.00,971.00,185.00,644.00,173.00,4.20,226500.00
-122.05,36.87,18.00,2232.00,440.00,1091.00,458.00,3.83,276000.00
-122.06,40.55,17.00,3057.00,577.00,1497.00,556.00,3.52,101000.00
-122.06,40.02,32.00,1435.00,277.00,690.00,254.00,2.30,68400.00
-122.06,38.27,14.00,6920.00,996.00,3196.00,978.00,5.07,171300.00
-122.06,38.26,36.00,1248.00,221.00,672.00,222.00,3.38,105900.00
-122.06,38.25,36.00,1818.00,323.00,953.00,298.00,3.32,99000.00
-122.06,38.25,34.00,1562.00,289.00,898.00,307.00,3.36,107200.00
-122.06,37.99,17.00,1319.00,316.00,384.00,269.00,1.82,137500.00
-122.06,37.99,16.00,2445.00,469.00,721.00,474.00,2.80,87500.00
-122.06,37.96,37.00,1784.00,313.00,788.00,304.00,4.29,189600.00
-122.06,37.96,10.00,7136.00,1691.00,2959.00,1507.00,3.98,182000.00
-122.06,37.95,36.00,2213.00,386.00,950.00,370.00,4.74,186400.00
-122.06,37.94,19.00,4005.00,972.00,1896.00,893.00,2.53,235700.00
-122.06,37.91,15.00,5393.00,1422.00,2133.00,1288.00,4.16,232800.00
-122.06,37.90,25.00,5869.00,1685.00,2669.00,1554.00,2.70,216100.00
-122.06,37.89,21.00,4985.00,1590.00,2575.00,1458.00,3.10,114300.00
-122.06,37.88,34.00,4781.00,703.00,1879.00,714.00,6.54,340900.00
-122.06,37.85,17.00,7475.00,1556.00,2092.00,1449.00,3.64,186500.00
-122.06,37.77,12.00,14316.00,2045.00,5781.00,2007.00,7.26,341600.00
-122.06,37.73,5.00,3596.00,467.00,1738.00,512.00,7.06,412500.00
-122.06,37.70,37.00,1893.00,310.00,821.00,315.00,4.60,231600.00
-122.06,37.67,22.00,3882.00,816.00,1830.00,743.00,4.27,180700.00
-122.06,37.65,33.00,1227.00,286.00,848.00,291.00,3.80,158200.00
-122.06,37.64,37.00,1468.00,304.00,1038.00,282.00,4.17,158200.00
-122.06,37.64,33.00,1160.00,252.00,729.00,220.00,3.83,146100.00
-122.06,37.64,20.00,1655.00,450.00,857.00,430.00,3.55,350000.00
-122.06,37.63,23.00,1939.00,356.00,841.00,364.00,3.36,169200.00
-122.06,37.63,12.00,6711.00,1374.00,3388.00,1289.00,3.86,208900.00
-122.06,37.60,22.00,3009.00,497.00,1640.00,514.00,4.63,235300.00
-122.06,37.60,18.00,1726.00,276.00,1186.00,310.00,5.32,231700.00
-122.06,37.60,17.00,5159.00,832.00,3174.00,817.00,5.87,234400.00
-122.06,37.58,15.00,8112.00,1376.00,4576.00,1348.00,5.68,253400.00
-122.06,37.39,26.00,18.00,4.00,8.00,4.00,3.75,375000.00
-122.06,37.38,21.00,1798.00,399.00,837.00,410.00,5.70,470000.00
-122.06,37.38,20.00,3401.00,768.00,1497.00,747.00,4.22,500001.00
-122.06,37.37,32.00,2510.00,578.00,1160.00,581.00,4.91,322700.00
-122.06,37.37,18.00,3058.00,661.00,1377.00,675.00,6.13,500001.00
-122.06,37.36,35.00,2693.00,493.00,1343.00,455.00,6.08,327500.00
-122.06,37.36,34.00,1747.00,250.00,662.00,257.00,6.83,500001.00
-122.06,37.35,31.00,1795.00,281.00,872.00,282.00,8.06,381800.00
-122.06,37.35,30.00,2040.00,294.00,787.00,278.00,8.76,500001.00
-122.06,37.34,20.00,3435.00,593.00,1293.00,553.00,6.76,451400.00
-122.06,37.34,13.00,2057.00,466.00,790.00,436.00,5.01,288300.00
-122.06,37.33,29.00,1945.00,269.00,826.00,275.00,8.25,498800.00
-122.06,37.32,30.00,3033.00,540.00,1440.00,507.00,6.22,380800.00
-122.06,37.30,11.00,5488.00,706.00,1947.00,641.00,10.73,500001.00
-122.06,37.00,14.00,1547.00,374.00,4731.00,348.00,2.47,131300.00
-122.06,36.96,52.00,65.00,17.00,24.00,10.00,4.50,258300.00
-122.07,40.95,14.00,2721.00,627.00,1356.00,468.00,3.03,73200.00
-122.07,38.41,17.00,3053.00,595.00,1434.00,557.00,3.47,245800.00
-122.07,38.27,8.00,6761.00,1234.00,3237.00,1177.00,4.36,173400.00
-122.07,38.26,15.00,1173.00,146.00,450.00,154.00,6.05,197700.00
-122.07,38.24,15.00,7937.00,1635.00,4390.00,1567.00,3.55,129800.00
-122.07,37.99,28.00,3310.00,574.00,1811.00,597.00,4.54,166900.00
-122.07,37.98,12.00,6915.00,1639.00,2940.00,1468.00,4.02,186100.00
-122.07,37.97,20.00,1705.00,353.00,856.00,341.00,3.73,211800.00
-122.07,37.96,34.00,1692.00,290.00,836.00,289.00,5.02,197100.00
-122.07,37.95,39.00,2199.00,388.00,1025.00,385.00,4.59,190000.00
-122.07,37.94,43.00,1454.00,234.00,683.00,258.00,4.48,265700.00
-122.07,37.94,36.00,2639.00,488.00,1111.00,476.00,3.51,205100.00
-122.07,37.94,30.00,1260.00,276.00,707.00,221.00,2.89,220800.00
-122.07,37.93,45.00,1544.00,244.00,614.00,238.00,5.03,226000.00
-122.07,37.93,25.00,7201.00,1521.00,3264.00,1433.00,3.74,252100.00
-122.07,37.92,26.00,3872.00,739.00,1629.00,684.00,4.43,225000.00
-122.07,37.91,33.00,1550.00,277.00,638.00,254.00,3.68,292500.00
-122.07,37.91,28.00,1731.00,295.00,810.00,295.00,5.04,259800.00
-122.07,37.89,38.00,757.00,124.00,319.00,123.00,5.66,263300.00
-122.07,37.89,28.00,3410.00,746.00,1428.00,670.00,4.39,266800.00
-122.07,37.88,11.00,1077.00,318.00,590.00,264.00,3.55,387200.00
-122.07,37.86,23.00,1025.00,205.00,263.00,191.00,3.12,155000.00
-122.07,37.86,17.00,1102.00,224.00,317.00,208.00,3.59,206300.00
-122.07,37.72,26.00,3204.00,477.00,1411.00,484.00,5.48,295200.00
-122.07,37.71,40.00,1808.00,302.00,746.00,270.00,5.30,254900.00
-122.07,37.71,36.00,2879.00,480.00,1235.00,455.00,4.98,241500.00
-122.07,37.70,39.00,1420.00,272.00,645.00,277.00,4.13,232500.00
-122.07,37.70,32.00,3400.00,736.00,1487.00,694.00,3.00,223200.00
-122.07,37.69,31.00,5914.00,1309.00,2999.00,1295.00,3.10,190500.00
-122.07,37.69,29.00,2304.00,618.00,1021.00,552.00,2.54,203800.00
